Date,Exp. Day,Tub ,pH,Temp Co
2012-11-13 00:00:00,101,1,7.98,7.9
2012-11-14 00:00:00,102,1,8.02,8
2012-11-14 00:00:00,102,1,8,8
2012-11-14 00:00:00,102,1,7.99,8
2012-11-15 00:00:00,103,1,8.01,8.1
2012-11-15 00:00:00,103,1,7.99,8.1
2012-11-15 00:00:00,103,1,7.99,8.1
2012-11-16 00:00:00,104,1,8.01,7.9
2012-11-16 00:00:00,104,1,8.01,7.9
2012-11-16 00:00:00,104,1,8.01,7.9
2012-11-17 00:00:00,105,1,7.99,7.5
2012-11-17 00:00:00,105,1,7.99,7.5
2012-11-17 00:00:00,105,1,7.99,7.5
2012-11-18 00:00:00,106,1,7.99,7.5
2012-11-18 00:00:00,106,1,7.98,7.6
2012-11-18 00:00:00,106,1,7.98,7.5
2012-11-19 00:00:00,107,1,8.01,7.3
2012-11-19 00:00:00,107,1,8,7.3
2012-11-19 00:00:00,107,1,8,7.3
2012-11-20 00:00:00,108,1,8.02,7.1
2012-11-20 00:00:00,108,1,8.02,7.1
2012-11-20 00:00:00,108,1,8.02,7.1
2012-11-21 00:00:00,109,1,8.02,7.1
2012-11-21 00:00:00,109,1,8.01,7.1
2012-11-21 00:00:00,109,1,8.01,7.1
2012-11-22 00:00:00,110,1,7.98,7.3
2012-11-22 00:00:00,110,1,7.98,7.3
2012-11-22 00:00:00,110,1,7.98,7.3
2012-11-23 00:00:00,111,1,8,6.9
2012-11-23 00:00:00,111,1,8,6.9
2012-11-23 00:00:00,111,1,7.99,6.9
2012-11-24 00:00:00,112,1,7.97,7
2012-11-24 00:00:00,112,1,7.97,7.1
2012-11-24 00:00:00,112,1,7.97,7
2012-11-25 00:00:00,113,1,7.96,7.3
2012-11-25 00:00:00,113,1,7.96,7.3
2012-11-25 00:00:00,113,1,7.96,7.3
2012-11-26 00:00:00,114,1,8,7.3
2012-11-26 00:00:00,114,1,7.99,7.3
2012-11-26 00:00:00,114,1,7.99,7.3
2012-11-27 00:00:00,115,1,7.98,7.6
2012-11-27 00:00:00,115,1,7.98,7.6
2012-11-27 00:00:00,115,1,7.98,7.6
2012-11-28 00:00:00,116,1,7.99,7.3
2012-11-28 00:00:00,116,1,7.98,7.3
2012-11-28 00:00:00,116,1,7.98,7.3
2012-11-29 00:00:00,117,1,8,7
2012-11-29 00:00:00,117,1,7.99,7
2012-11-29 00:00:00,117,1,7.99,7
2012-11-30 00:00:00,118,1,7.97,7
2012-11-30 00:00:00,118,1,7.97,7
2012-11-30 00:00:00,118,1,7.97,7
2012-12-01 00:00:00,119,1,7.97,6.9
2012-12-01 00:00:00,119,1,7.96,6.9
2012-12-01 00:00:00,119,1,7.97,6.9
2012-12-02 00:00:00,120,1,7.97,6.6
2012-12-02 00:00:00,120,1,7.97,6.6
2012-12-02 00:00:00,120,1,7.97,6.6
2012-12-03 00:00:00,121,1,7.99,6.4
2012-12-03 00:00:00,121,1,7.99,6.4
2012-12-03 00:00:00,121,1,7.99,6.4
2012-12-04 00:00:00,122,1,8.01,6.1
2012-12-04 00:00:00,122,1,8.01,6.1
2012-12-04 00:00:00,122,1,8,6.1
2012-12-05 00:00:00,123,1,8.01,6.2
2012-12-05 00:00:00,123,1,8,6.2
2012-12-05 00:00:00,123,1,8,6.2
2012-12-06 00:00:00,124,1,8.02,6.3
2012-12-06 00:00:00,124,1,8.01,6.3
2012-12-06 00:00:00,124,1,8,6.3
2012-12-07 00:00:00,125,1,7.98,6.2
2012-12-07 00:00:00,125,1,7.98,6.2
2012-12-07 00:00:00,125,1,7.98,6.2
2012-12-08 00:00:00,126,1,7.98,6.3
2012-12-08 00:00:00,126,1,7.98,6.3
2012-12-08 00:00:00,126,1,7.98,6.3
2012-12-09 00:00:00,127,1,7.97,6.6
2012-12-09 00:00:00,127,1,7.97,6.6
2012-12-09 00:00:00,127,1,7.97,6.6
2012-12-10 00:00:00,128,1,7.97,6.6
2012-12-10 00:00:00,128,1,7.97,6.6
2012-12-10 00:00:00,128,1,7.97,6.6
2012-12-11 00:00:00,129,1,7.96,6.4
2012-12-11 00:00:00,129,1,7.96,6.4
2012-12-11 00:00:00,129,1,7.96,6.4
2012-12-12 00:00:00,130,1,7.96,6.7
2012-12-12 00:00:00,130,1,7.96,6.7
2012-12-12 00:00:00,130,1,7.96,6.7
2012-12-13 00:00:00,131,1,7.97,6.6
2012-12-13 00:00:00,131,1,7.97,6.6
2012-12-13 00:00:00,131,1,7.97,6.6
2012-12-14 00:00:00,132,1,7.97,6.7
2012-12-14 00:00:00,132,1,7.97,6.7
2012-12-14 00:00:00,132,1,7.97,6.7
2012-12-15 00:00:00,133,1,7.96,6.7
2012-12-15 00:00:00,133,1,7.96,6.7
2012-12-15 00:00:00,133,1,7.96,6.7
2012-12-16 00:00:00,134,1,7.96,6
2012-12-16 00:00:00,134,1,7.95,6
2012-12-16 00:00:00,134,1,7.96,6.5
2012-12-17 00:00:00,135,1,7.98,5.5
2012-12-17 00:00:00,135,1,7.98,5.6
2012-12-17 00:00:00,135,1,7.98,5.6
2012-12-18 00:00:00,136,1,7.97,5.8
2012-12-18 00:00:00,136,1,7.96,5.8
2012-12-18 00:00:00,136,1,7.96,5.8
2012-12-19 00:00:00,137,1,7.97,5.7
2012-12-19 00:00:00,137,1,7.97,5.7
2012-12-19 00:00:00,137,1,7.97,5.7
2012-12-20 00:00:00,138,1,7.99,5.2
2012-12-20 00:00:00,138,1,7.99,5.2
2012-12-20 00:00:00,138,1,7.99,5.2
2012-12-21 00:00:00,139,1,7.99,5.5
2012-12-21 00:00:00,139,1,7.99,5.5
2012-12-21 00:00:00,139,1,7.99,5.5
2012-12-22 00:00:00,140,1,7.98,5.4
2012-12-22 00:00:00,140,1,7.98,5.4
2012-12-22 00:00:00,140,1,7.98,5.4
2012-12-23 00:00:00,141,1,7.99,5.7
2012-12-23 00:00:00,141,1,7.99,5.7
2012-12-23 00:00:00,141,1,7.99,5.7
2012-12-24 00:00:00,142,1,8,5.8
2012-12-24 00:00:00,142,1,7.99,5.8
2012-12-24 00:00:00,142,1,8,5.8
2012-12-25 00:00:00,143,1,7.98,5.9
2012-12-25 00:00:00,143,1,7.98,5.9
2012-12-25 00:00:00,143,1,7.98,5.9
2012-12-26 00:00:00,144,1,7.99,5.9
2012-12-26 00:00:00,144,1,7.98,5.9
2012-12-26 00:00:00,144,1,7.99,6
2012-12-27 00:00:00,145,1,8.01,6.2
2012-12-27 00:00:00,145,1,8.01,6.2
2012-12-27 00:00:00,145,1,8,6.2
2012-12-28 00:00:00,146,1,7.98,6.3
2012-12-28 00:00:00,146,1,7.98,6.3
2012-12-28 00:00:00,146,1,7.98,6.3
2012-12-29 00:00:00,147,1,7.95,6.6
2012-12-29 00:00:00,147,1,7.95,6.6
2012-12-29 00:00:00,147,1,7.95,6.6
2012-12-30 00:00:00,148,1,7.98,6.8
2012-12-30 00:00:00,148,1,7.98,6.8
2012-12-30 00:00:00,148,1,7.98,6.8
2012-12-31 00:00:00,149,1,7.99,6.4
2012-12-31 00:00:00,149,1,7.99,6.4
2012-12-31 00:00:00,149,1,7.99,6.4
2013-01-01 00:00:00,150,1,8,6.8
2013-01-01 00:00:00,150,1,8,6.8
2013-01-01 00:00:00,150,1,8,6.8
2013-01-02 00:00:00,151,1,7.98,6.6
2013-01-02 00:00:00,151,1,7.98,6.6
2013-01-02 00:00:00,151,1,7.98,6.6
2013-01-03 00:00:00,152,1,7.97,6.5
2013-01-03 00:00:00,152,1,7.97,6.5
2013-01-03 00:00:00,152,1,7.97,6.5
2013-01-04 00:00:00,153,1,7.99,6.6
2013-01-04 00:00:00,153,1,7.99,6.6
2013-01-04 00:00:00,153,1,7.99,6.6
2013-01-05 00:00:00,154,1,7.97,6.6
2013-01-05 00:00:00,154,1,7.97,6.6
